r,g,b,low_s,high_s,low_v,high_v,pan,reverb
1.0,0.0,0.8697431580988182,0.0,0.4233576642335766,1,8,0.6316666666666667,0.4683333333333333
0.0,1.0,0.8271790595758244,0.0,0.6541353383458647,1,8,0.49833333333333335,0.5016666666666667
0.4472447916666362,1.0,0.0,0.0,0.022123893805309658,7,7,0.5983333333333334,0.835
