r,g,b,low_s,high_s,low_v,high_v,pan,reverb
0.7463746765495065,0.0,1,0.0,1.0,0,8,0.49833333333333335,0.5016666666666667
0.0,0.5463189427884503,1,0.0,1.0,1,8,0.49833333333333335,0.8016666666666666
0.21405097921780314,0.0,1,0.025906735751295245,0.8529411764705882,1,8,0.665,0.7016666666666667
